"indice_tiempo","provincia_de_destino","pais_de_residencia","destinos_visitados","turistas_no_residentes","pernoctes_no_residentes_en_provincia","pernoctes_no_residentes_en_pais","casos_muestrales","observaciones"
2022-02-01,"Neuquen","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-02-01,"Neuquen","EE.UU y Canadá","Solo resto",15102,0,313626,153,NA
2022-02-01,"Neuquen","Europa","Provincia y resto",664,5612,20950,6,NA
2022-02-01,"Neuquen","Europa","Solo provincia",561,24800,24800,5,NA
2022-02-01,"Neuquen","Europa","Solo resto",27540,0,981576,252,NA
2022-02-01,"Neuquen","Paraguay","Provincia y resto",0,0,0,0,NA
2022-02-01,"Neuquen","Paraguay","Solo provincia",0,0,0,0,NA
2022-02-01,"Neuquen","Paraguay","Solo resto",1070,0,27989,13,NA
2022-02-01,"Neuquen","Resto América","Provincia y resto",254,7016,11400,6,NA
2022-02-01,"Neuquen","Resto América","Solo provincia",60,5400,5400,1,NA
2022-02-01,"Neuquen","Resto América","Solo resto",10433,0,349344,205,NA
2022-02-01,"Neuquen","Resto del Mundo","Provincia y resto",184,552,2208,1,NA
2022-02-01,"Neuquen","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-02-01,"Neuquen","Resto del Mundo","Solo resto",2023,0,61999,11,NA
2022-02-01,"Neuquen","Uruguay","Provincia y resto",24,336,360,1,NA
2022-02-01,"Neuquen","Uruguay","Solo provincia",0,0,0,0,NA
2022-02-01,"Neuquen","Uruguay","Solo resto",403,0,4031,24,NA
2022-02-01,"Rio Negro","Bolivia","Provincia y resto",0,0,0,0,NA
2022-02-01,"Rio Negro","Bolivia","Solo provincia",0,0,0,0,NA
2022-02-01,"Rio Negro","Bolivia","Solo resto",1893,0,36779,77,NA
2022-02-01,"Rio Negro","Brasil","Provincia y resto",217,1044,2620,7,NA
2022-02-01,"Rio Negro","Brasil","Solo provincia",0,0,0,0,NA
2022-02-01,"Rio Negro","Brasil","Solo resto",7870,0,111906,240,NA
2022-02-01,"Rio Negro","Chile","Provincia y resto",130,648,1432,4,NA
2022-02-01,"Rio Negro","Chile","Solo provincia",0,0,0,0,NA
2022-02-01,"Rio Negro","Chile","Solo resto",8524,0,104062,262,NA
2022-02-01,"Rio Negro","EE.UU y Canadá","Provincia y resto",657,7092,13911,7,NA
2022-02-01,"Rio Negro","EE.UU y Canadá","Solo provincia",296,2072,2072,3,NA
2022-02-01,"Rio Negro","EE.UU y Canadá","Solo resto",14149,0,297643,143,NA
2022-02-01,"Rio Negro","Europa","Provincia y resto",2500,18463,80566,23,NA
2022-02-01,"Rio Negro","Europa","Solo provincia",0,0,0,0,NA
2022-02-01,"Rio Negro","Europa","Solo resto",26265,0,946760,240,NA
2022-02-01,"Rio Negro","Paraguay","Provincia y resto",0,0,0,0,NA
2022-02-01,"Rio Negro","Paraguay","Solo provincia",198,1584,1584,3,NA
2022-02-01,"Rio Negro","Paraguay","Solo resto",872,0,26405,10,NA
2022-02-01,"Rio Negro","Resto América","Provincia y resto",559,2424,13149,12,NA
2022-02-01,"Rio Negro","Resto América","Solo provincia",60,1800,1800,1,NA
2022-02-01,"Rio Negro","Resto América","Solo resto",10128,0,351195,199,NA
2022-02-01,"Rio Negro","Resto del Mundo","Provincia y resto",184,184,2208,1,NA
2022-02-01,"Rio Negro","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-02-01,"Rio Negro","Resto del Mundo","Solo resto",2023,0,61999,11,NA
2022-02-01,"Rio Negro","Uruguay","Provincia y resto",65,457,650,7,NA
2022-02-01,"Rio Negro","Uruguay","Solo provincia",0,0,0,0,NA
2022-02-01,"Rio Negro","Uruguay","Solo resto",362,0,3741,18,NA
2022-02-01,"Salta","Bolivia","Provincia y resto",0,0,0,0,NA
2022-02-01,"Salta","Bolivia","Solo provincia",0,0,0,0,NA
2022-02-01,"Salta","Bolivia","Solo resto",1893,0,36779,77,NA
2022-02-01,"Salta","Brasil","Provincia y resto",0,0,0,0,NA
2022-02-01,"Salta","Brasil","Solo provincia",0,0,0,0,NA
2022-02-01,"Salta","Brasil","Solo resto",8087,0,114526,247,NA
2022-02-01,"Salta","Chile","Provincia y resto",0,0,0,0,NA
2022-02-01,"Salta","Chile","Solo provincia",33,165,165,1,NA
2022-02-01,"Salta","Chile","Solo resto",8621,0,105329,265,NA
2022-02-01,"Salta","EE.UU y Canadá","Provincia y resto",567,2975,12791,6,NA
2022-02-01,"Salta","EE.UU y Canadá","Solo provincia",90,630,630,1,NA
2022-02-01,"Salta","EE.UU y Canadá","Solo resto",14445,0,300205,146,NA
2022-02-01,"Salta","Europa","Provincia y resto",561,4341,28397,5,NA
2022-02-01,"Salta","Europa","Solo provincia",0,0,0,0,NA
2022-02-01,"Salta","Europa","Solo resto",28204,0,998929,258,NA
2022-02-01,"Salta","Paraguay","Provincia y resto",0,0,0,0,NA
2022-02-01,"Salta","Paraguay","Solo provincia",0,0,0,0,NA
2022-02-01,"Salta","Paraguay","Solo resto",1070,0,27989,13,NA
2022-02-01,"Salta","Resto América","Provincia y resto",121,17044,21030,2,NA
2022-02-01,"Salta","Resto América","Solo provincia",122,7320,7320,2,NA
2022-02-01,"Salta","Resto América","Solo resto",10504,0,337794,208,NA
2022-02-01,"Salta","Resto del Mundo","Provincia y resto",184,1840,8280,1,NA
2022-02-01,"Salta","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-02-01,"Salta","Resto del Mundo","Solo resto",2023,0,55927,11,NA
2022-02-01,"Salta","Uruguay","Provincia y resto",0,0,0,0,NA
2022-02-01,"Salta","Uruguay","Solo provincia",0,0,0,0,NA
2022-02-01,"Salta","Uruguay","Solo resto",427,0,4391,25,NA
2022-02-01,"San Juan","Bolivia","Provincia y resto",0,0,0,0,NA
2022-02-01,"San Juan","Bolivia","Solo provincia",0,0,0,0,NA
2022-02-01,"San Juan","Bolivia","Solo resto",1893,0,36779,77,NA
2022-02-01,"San Juan","Brasil","Provincia y resto",33,33,66,1,NA
2022-02-01,"San Juan","Brasil","Solo provincia",0,0,0,0,NA
2022-02-01,"San Juan","Brasil","Solo resto",8054,0,114460,246,NA
2022-02-01,"San Juan","Chile","Provincia y resto",0,0,0,0,NA
2022-02-01,"San Juan","Chile","Solo provincia",0,0,0,0,NA
2022-02-01,"San Juan","Chile","Solo resto",8654,0,105494,266,NA
2022-02-01,"San Juan","EE.UU y Canadá","Provincia y resto",90,180,5400,1,NA
2022-02-01,"San Juan","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-02-01,"San Juan","EE.UU y Canadá","Solo resto",15012,0,308226,152,NA
2022-02-01,"San Juan","Europa","Provincia y resto",102,306,1428,1,NA
2022-02-01,"San Juan","Europa","Solo provincia",256,4864,4864,2,NA
2022-02-01,"San Juan","Europa","Solo resto",28407,0,1021034,260,NA
2022-02-01,"San Juan","Paraguay","Provincia y resto",0,0,0,0,NA
2022-02-01,"San Juan","Paraguay","Solo provincia",0,0,0,0,NA
2022-02-01,"San Juan","Paraguay","Solo resto",1070,0,27989,13,NA
2022-02-01,"San Juan","Resto América","Provincia y resto",195,4155,9075,5,NA
2022-02-01,"San Juan","Resto América","Solo provincia",0,0,0,0,NA
2022-02-01,"San Juan","Resto América","Solo resto",10552,0,357069,207,NA
2022-02-01,"San Juan","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-02-01,"San Juan","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-02-01,"San Juan","Resto del Mundo","Solo resto",2207,0,64207,12,NA
2022-02-01,"San Juan","Uruguay","Provincia y resto",0,0,0,0,NA
2022-02-01,"San Juan","Uruguay","Solo provincia",0,0,0,0,NA
2022-02-01,"San Juan","Uruguay","Solo resto",427,0,4391,25,NA
2022-02-01,"San Luis","Bolivia","Provincia y resto",0,0,0,0,NA
2022-02-01,"San Luis","Bolivia","Solo provincia",0,0,0,0,NA
2022-02-01,"San Luis","Bolivia","Solo resto",1893,0,36779,77,NA
2022-02-01,"San Luis","Brasil","Provincia y resto",0,0,0,0,NA
2022-02-01,"San Luis","Brasil","Solo provincia",33,330,330,1,NA
2022-02-01,"San Luis","Brasil","Solo resto",8054,0,114196,246,NA
2022-02-01,"San Luis","Chile","Provincia y resto",32,448,704,1,NA
2022-02-01,"San Luis","Chile","Solo provincia",0,0,0,0,NA
2022-02-01,"San Luis","Chile","Solo resto",8622,0,104790,265,NA
2022-02-01,"San Luis","EE.UU y Canadá","Provincia y resto",0,0,0,0,NA
2022-02-01,"San Luis","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-02-01,"San Luis","EE.UU y Canadá","Solo resto",15102,0,313626,153,NA
2022-02-01,"San Luis","Europa","Provincia y resto",306,3570,13668,3,NA
2022-02-01,"San Luis","Europa","Solo provincia",0,0,0,0,NA
2022-02-01,"San Luis","Europa","Solo resto",28459,0,1013658,260,NA
2022-02-01,"San Luis","Paraguay","Provincia y resto",0,0,0,0,NA
2022-02-01,"San Luis","Paraguay","Solo provincia",0,0,0,0,NA
2022-02-01,"San Luis","Paraguay","Solo resto",1070,0,27989,13,NA
2022-02-01,"San Luis","Resto América","Provincia y resto",0,0,0,0,NA
2022-02-01,"San Luis","Resto América","Solo provincia",0,0,0,0,NA
2022-02-01,"San Luis","Resto América","Solo resto",10747,0,366144,212,NA
2022-02-01,"San Luis","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-02-01,"San Luis","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-02-01,"San Luis","Resto del Mundo","Solo resto",2207,0,64207,12,NA
2022-02-01,"San Luis","Uruguay","Provincia y resto",0,0,0,0,NA
2022-02-01,"San Luis","Uruguay","Solo provincia",0,0,0,0,NA
2022-02-01,"San Luis","Uruguay","Solo resto",427,0,4391,25,NA
2022-02-01,"Santa Cruz","Bolivia","Provincia y resto",0,0,0,0,NA
2022-02-01,"Santa Cruz","Bolivia","Solo provincia",0,0,0,0,NA
2022-02-01,"Santa Cruz","Bolivia","Solo resto",1893,0,36779,77,NA
2022-02-01,"Santa Cruz","Brasil","Provincia y resto",100,532,802,3,NA
2022-02-01,"Santa Cruz","Brasil","Solo provincia",0,0,0,0,NA
2022-02-01,"Santa Cruz","Brasil","Solo resto",7987,0,113724,244,NA
2022-02-01,"Santa Cruz","Chile","Provincia y resto",0,0,0,0,NA
2022-02-01,"Santa Cruz","Chile","Solo provincia",0,0,0,0,NA
2022-02-01,"Santa Cruz","Chile","Solo resto",8654,0,105494,266,NA
2022-02-01,"Santa Cruz","EE.UU y Canadá","Provincia y resto",412,2266,6592,4,NA
2022-02-01,"Santa Cruz","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-02-01,"Santa Cruz","EE.UU y Canadá","Solo resto",14690,0,307034,149,NA
2022-02-01,"Santa Cruz","Europa","Provincia y resto",1173,7444,40204,11,NA
2022-02-01,"Santa Cruz","Europa","Solo provincia",102,3366,3366,1,NA
2022-02-01,"Santa Cruz","Europa","Solo resto",27490,0,983756,251,NA
2022-02-01,"Santa Cruz","Paraguay","Provincia y resto",0,0,0,0,NA
2022-02-01,"Santa Cruz","Paraguay","Solo provincia",0,0,0,0,NA
2022-02-01,"Santa Cruz","Paraguay","Solo resto",1070,0,27989,13,NA
2022-02-01,"Santa Cruz","Resto América","Provincia y resto",546,4685,12965,11,NA
2022-02-01,"Santa Cruz","Resto América","Solo provincia",0,0,0,0,NA
2022-02-01,"Santa Cruz","Resto América","Solo resto",10201,0,353179,201,NA
2022-02-01,"Santa Cruz","Resto del Mundo","Provincia y resto",368,1288,10488,2,NA
2022-02-01,"Santa Cruz","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-02-01,"Santa Cruz","Resto del Mundo","Solo resto",1839,0,53719,10,NA
2022-02-01,"Santa Cruz","Uruguay","Provincia y resto",32,96,320,4,NA
2022-02-01,"Santa Cruz","Uruguay","Solo provincia",0,0,0,0,NA
2022-02-01,"Santa Cruz","Uruguay","Solo resto",395,0,4071,21,NA
2022-02-01,"Santa Fe","Bolivia","Provincia y resto",30,30,60,1,NA
2022-02-01,"Santa Fe","Bolivia","Solo provincia",30,150,150,1,NA
2022-02-01,"Santa Fe","Bolivia","Solo resto",1833,0,36569,75,NA
2022-02-01,"Santa Fe","Brasil","Provincia y resto",231,3263,4519,7,NA
2022-02-01,"Santa Fe","Brasil","Solo provincia",329,3954,3954,10,NA
2022-02-01,"Santa Fe","Brasil","Solo resto",7527,0,106053,230,NA
2022-02-01,"Santa Fe","Chile","Provincia y resto",65,719,1298,2,NA
2022-02-01,"Santa Fe","Chile","Solo provincia",0,0,0,0,NA
2022-02-01,"Santa Fe","Chile","Solo resto",8589,0,104196,264,NA
2022-02-01,"Santa Fe","EE.UU y Canadá","Provincia y resto",296,12102,13530,3,NA
2022-02-01,"Santa Fe","EE.UU y Canadá","Solo provincia",1133,18446,18446,10,NA
2022-02-01,"Santa Fe","EE.UU y Canadá","Solo resto",13673,0,281650,140,NA
2022-02-01,"Santa Fe","Europa","Provincia y resto",1377,22856,33063,12,NA
2022-02-01,"Santa Fe","Europa","Solo provincia",1119,46512,46512,11,NA
2022-02-01,"Santa Fe","Europa","Solo resto",26269,0,947751,240,NA
2022-02-01,"Santa Fe","Paraguay","Provincia y resto",0,0,0,0,NA
2022-02-01,"Santa Fe","Paraguay","Solo provincia",0,0,0,0,NA
2022-02-01,"Santa Fe","Paraguay","Solo resto",1070,0,27989,13,NA
2022-02-01,"Santa Fe","Resto América","Provincia y resto",426,2674,17268,8,NA
2022-02-01,"Santa Fe","Resto América","Solo provincia",60,18000,18000,1,NA
2022-02-01,"Santa Fe","Resto América","Solo resto",10261,0,330876,203,NA
2022-02-01,"Santa Fe","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-02-01,"Santa Fe","Resto del Mundo","Solo provincia",183,1647,1647,1,NA
2022-02-01,"Santa Fe","Resto del Mundo","Solo resto",2024,0,62560,11,NA
2022-02-01,"Santa Fe","Uruguay","Provincia y resto",0,0,0,0,NA
2022-02-01,"Santa Fe","Uruguay","Solo provincia",0,0,0,0,NA
2022-02-01,"Santa Fe","Uruguay","Solo resto",427,0,4391,25,NA
2022-02-01,"Santiago del Estero","Bolivia","Provincia y resto",0,0,0,0,NA
2022-02-01,"Santiago del Estero","Bolivia","Solo provincia",0,0,0,0,NA
2022-02-01,"Santiago del Estero","Bolivia","Solo resto",1893,0,36779,77,NA
2022-02-01,"Santiago del Estero","Brasil","Provincia y resto",0,0,0,0,NA
2022-02-01,"Santiago del Estero","Brasil","Solo provincia",0,0,0,0,NA
2022-02-01,"Santiago del Estero","Brasil","Solo resto",8087,0,114526,247,NA
2022-02-01,"Santiago del Estero","Chile","Provincia y resto",0,0,0,0,NA
2022-02-01,"Santiago del Estero","Chile","Solo provincia",0,0,0,0,NA
2022-02-01,"Santiago del Estero","Chile","Solo resto",8654,0,105494,266,NA
2022-02-01,"Santiago del Estero","EE.UU y Canadá","Provincia y resto",0,0,0,0,NA
2022-02-01,"Santiago del Estero","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-02-01,"Santiago del Estero","EE.UU y Canadá","Solo resto",15102,0,313626,153,NA
2022-02-01,"Santiago del Estero","Europa","Provincia y resto",0,0,0,0,NA
2022-02-01,"Santiago del Estero","Europa","Solo provincia",0,0,0,0,NA
2022-02-01,"Santiago del Estero","Europa","Solo resto",28765,0,1027326,263,NA
2022-02-01,"Santiago del Estero","Paraguay","Provincia y resto",0,0,0,0,NA
2022-02-01,"Santiago del Estero","Paraguay","Solo provincia",0,0,0,0,NA
2022-02-01,"Santiago del Estero","Paraguay","Solo resto",1070,0,27989,13,NA
2022-02-01,"Santiago del Estero","Resto América","Provincia y resto",0,0,0,0,NA
2022-02-01,"Santiago del Estero","Resto América","Solo provincia",0,0,0,0,NA
2022-02-01,"Santiago del Estero","Resto América","Solo resto",10747,0,366144,212,NA
2022-02-01,"Santiago del Estero","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-02-01,"Santiago del Estero","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-02-01,"Santiago del Estero","Resto del Mundo","Solo resto",2207,0,64207,12,NA
2022-02-01,"Santiago del Estero","Uruguay","Provincia y resto",0,0,0,0,NA
2022-02-01,"Santiago del Estero","Uruguay","Solo provincia",0,0,0,0,NA
2022-02-01,"Santiago del Estero","Uruguay","Solo resto",427,0,4391,25,NA
2022-02-01,"Tierra del Fuego","Bolivia","Provincia y resto",0,0,0,0,NA
2022-02-01,"Tierra del Fuego","Bolivia","Solo provincia",0,0,0,0,NA
2022-02-01,"Tierra del Fuego","Bolivia","Solo resto",1893,0,36779,77,NA
2022-02-01,"Tierra del Fuego","Brasil","Provincia y resto",98,422,788,3,NA
2022-02-01,"Tierra del Fuego","Brasil","Solo provincia",100,874,874,3,NA
2022-02-01,"Tierra del Fuego","Brasil","Solo resto",7889,0,112864,241,NA
2022-02-01,"Tierra del Fuego","Chile","Provincia y resto",0,0,0,0,NA
2022-02-01,"Tierra del Fuego","Chile","Solo provincia",32,160,160,1,NA
2022-02-01,"Tierra del Fuego","Chile","Solo resto",8622,0,105334,265,NA
2022-02-01,"Tierra del Fuego","EE.UU y Canadá","Provincia y resto",476,4462,8358,5,NA
2022-02-01,"Tierra del Fuego","EE.UU y Canadá","Solo provincia",954,4234,10692,10,NA
2022-02-01,"Tierra del Fuego","EE.UU y Canadá","Solo resto",13672,0,294576,138,NA
2022-02-01,"Tierra del Fuego","Europa","Provincia y resto",306,1122,7242,3,NA
2022-02-01,"Tierra del Fuego","Europa","Solo provincia",0,0,0,0,NA
2022-02-01,"Tierra del Fuego","Europa","Solo resto",28459,0,1020084,260,NA
2022-02-01,"Tierra del Fuego","Paraguay","Provincia y resto",0,0,0,0,NA
2022-02-01,"Tierra del Fuego","Paraguay","Solo provincia",0,0,0,0,NA
2022-02-01,"Tierra del Fuego","Paraguay","Solo resto",1070,0,27989,13,NA
2022-02-01,"Tierra del Fuego","Resto América","Provincia y resto",334,1242,6450,7,NA
2022-02-01,"Tierra del Fuego","Resto América","Solo provincia",0,0,0,0,NA
2022-02-01,"Tierra del Fuego","Resto América","Solo resto",10413,0,359694,205,NA
2022-02-01,"Tierra del Fuego","Resto del Mundo","Provincia y resto",184,920,8280,1,NA
2022-02-01,"Tierra del Fuego","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-02-01,"Tierra del Fuego","Resto del Mundo","Solo resto",2023,0,55927,11,NA
2022-02-01,"Tierra del Fuego","Uruguay","Provincia y resto",0,0,0,0,NA
2022-02-01,"Tierra del Fuego","Uruguay","Solo provincia",0,0,0,0,NA
2022-02-01,"Tierra del Fuego","Uruguay","Solo resto",427,0,4391,25,NA
2022-02-01,"Tucuman","Bolivia","Provincia y resto",30,180,330,1,NA
2022-02-01,"Tucuman","Bolivia","Solo provincia",59,2075,2075,2,NA
2022-02-01,"Tucuman","Bolivia","Solo resto",1804,0,34374,74,NA
2022-02-01,"Tucuman","Brasil","Provincia y resto",0,0,0,0,NA
2022-02-01,"Tucuman","Brasil","Solo provincia",0,0,0,0,NA
2022-02-01,"Tucuman","Brasil","Solo resto",8087,0,114526,247,NA
2022-02-01,"Tucuman","Chile","Provincia y resto",0,0,0,0,NA
2022-02-01,"Tucuman","Chile","Solo provincia",0,0,0,0,NA
2022-02-01,"Tucuman","Chile","Solo resto",8654,0,105494,266,NA
2022-02-01,"Tucuman","EE.UU y Canadá","Provincia y resto",0,0,0,0,NA
2022-02-01,"Tucuman","EE.UU y Canadá","Solo provincia",90,1260,1260,1,NA
2022-02-01,"Tucuman","EE.UU y Canadá","Solo resto",15012,0,312366,152,NA
2022-02-01,"Tucuman","Europa","Provincia y resto",459,12338,14996,4,NA
2022-02-01,"Tucuman","Europa","Solo provincia",102,2040,2040,1,NA
2022-02-01,"Tucuman","Europa","Solo resto",28204,0,1010290,258,NA
2022-02-01,"Tucuman","Paraguay","Provincia y resto",0,0,0,0,NA
2022-02-01,"Tucuman","Paraguay","Solo provincia",0,0,0,0,NA
2022-02-01,"Tucuman","Paraguay","Solo resto",1070,0,27989,13,NA
2022-02-01,"Tucuman","Resto América","Provincia y resto",0,0,0,0,NA
2022-02-01,"Tucuman","Resto América","Solo provincia",0,0,0,0,NA
2022-02-01,"Tucuman","Resto América","Solo resto",10747,0,366144,212,NA
2022-02-01,"Tucuman","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-02-01,"Tucuman","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-02-01,"Tucuman","Resto del Mundo","Solo resto",2207,0,64207,12,NA
2022-02-01,"Tucuman","Uruguay","Provincia y resto",0,0,0,0,NA
2022-02-01,"Tucuman","Uruguay","Solo provincia",0,0,0,0,NA
2022-02-01,"Tucuman","Uruguay","Solo resto",427,0,4391,25,NA
2022-03-01,"Buenos Aires","Bolivia","Provincia y resto",168,728,2856,6,NA
2022-03-01,"Buenos Aires","Bolivia","Solo provincia",240,4164,4164,9,NA
2022-03-01,"Buenos Aires","Bolivia","Solo resto",2601,0,35360,109,NA
2022-03-01,"Buenos Aires","Brasil","Provincia y resto",556,4740,14239,11,NA
2022-03-01,"Buenos Aires","Brasil","Solo provincia",1417,31686,31686,28,NA
2022-03-01,"Buenos Aires","Brasil","Solo resto",14962,0,160111,297,NA
2022-03-01,"Buenos Aires","Chile","Provincia y resto",361,1840,4253,10,NA
2022-03-01,"Buenos Aires","Chile","Solo provincia",985,11500,11500,27,NA
2022-03-01,"Buenos Aires","Chile","Solo resto",7523,0,53788,210,NA
2022-03-01,"Buenos Aires","EE.UU y Canadá","Provincia y resto",4559,40933,84068,44,NA
2022-03-01,"Buenos Aires","EE.UU y Canadá","Solo provincia",3800,82819,82819,38,NA
2022-03-01,"Buenos Aires","EE.UU y Canadá","Solo resto",13691,0,256079,134,NA
2022-03-01,"Buenos Aires","Europa","Provincia y resto",6334,89144,231774,79,NA
2022-03-01,"Buenos Aires","Europa","Solo provincia",5661,216037,216037,72,NA
2022-03-01,"Buenos Aires","Europa","Solo resto",22194,0,681836,271,NA
2022-03-01,"Buenos Aires","Paraguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"Buenos Aires","Paraguay","Solo provincia",541,4542,4542,6,NA
2022-03-01,"Buenos Aires","Paraguay","Solo resto",1071,0,8042,11,NA
2022-03-01,"Buenos Aires","Resto América","Provincia y resto",1499,17093,47279,28,NA
2022-03-01,"Buenos Aires","Resto América","Solo provincia",2229,56320,56320,40,NA
2022-03-01,"Buenos Aires","Resto América","Solo resto",12202,0,269129,241,NA
2022-03-01,"Buenos Aires","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-03-01,"Buenos Aires","Resto del Mundo","Solo provincia",731,30145,30145,5,NA
2022-03-01,"Buenos Aires","Resto del Mundo","Solo resto",2479,0,49924,18,NA
2022-03-01,"Buenos Aires","Uruguay","Provincia y resto",62,114,1328,3,NA
2022-03-01,"Buenos Aires","Uruguay","Solo provincia",113,1034,1034,6,NA
2022-03-01,"Buenos Aires","Uruguay","Solo resto",668,0,4756,34,NA
2022-03-01,"Caba","Bolivia","Provincia y resto",411,3397,5664,21,NA
2022-03-01,"Caba","Bolivia","Solo provincia",2000,25262,25262,81,NA
2022-03-01,"Caba","Bolivia","Solo resto",598,0,11454,22,NA
2022-03-01,"Caba","Brasil","Provincia y resto",2168,12445,33999,43,NA
2022-03-01,"Caba","Brasil","Solo provincia",11881,111704,111704,236,NA
2022-03-01,"Caba","Brasil","Solo resto",2886,0,60333,57,NA
2022-03-01,"Caba","Chile","Provincia y resto",510,2535,5722,14,NA
2022-03-01,"Caba","Chile","Solo provincia",6614,45019,45019,185,NA
2022-03-01,"Caba","Chile","Solo resto",1745,0,18800,48,NA
2022-03-01,"Caba","EE.UU y Canadá","Provincia y resto",5469,36696,89875,52,NA
2022-03-01,"Caba","EE.UU y Canadá","Solo provincia",7235,133276,133276,72,NA
2022-03-01,"Caba","EE.UU y Canadá","Solo resto",9442,0,200007,93,NA
2022-03-01,"Caba","Europa","Provincia y resto",8621,98965,299143,101,NA
2022-03-01,"Caba","Europa","Solo provincia",7647,181922,181922,99,NA
2022-03-01,"Caba","Europa","Solo resto",17921,0,648582,222,NA
2022-03-01,"Caba","Paraguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"Caba","Paraguay","Solo provincia",635,4766,4766,6,NA
2022-03-01,"Caba","Paraguay","Solo resto",977,0,7818,11,NA
2022-03-01,"Caba","Resto América","Provincia y resto",3091,33119,69356,59,NA
2022-03-01,"Caba","Resto América","Solo provincia",8994,169269,169269,179,NA
2022-03-01,"Caba","Resto América","Solo resto",3845,0,134103,71,NA
2022-03-01,"Caba","Resto del Mundo","Provincia y resto",1017,7961,24946,8,NA
2022-03-01,"Caba","Resto del Mundo","Solo provincia",1153,15577,15577,8,NA
